,fb_head,fb_relation,fb_tail
720,/m/02mjmr,/people/person/religion,/m/0flw86
721,/m/02mjmr,/base/fight/crime_type/people_convicted_of_this_crime./base/crime/criminal_conviction/guilty_of,/m/05cxz3
722,/m/0d06m5,/base/fight/crime_type/people_convicted_of_this_crime./base/crime/criminal_conviction/guilty_of,/m/05cxz3
723,/m/05mz656,/people/person/profession,/m/0pcq81q
724,/m/05mz656,/base/popstra/celebrity/supporter./base/popstra/support/supported_organization,/m/012hdhkj
725,/m/03cm6b3,/people/person/profession,/m/02h665k
726,/m/03cm6b3,/base/popstra/celebrity/supporter./base/popstra/support/supported_organization,/m/012hdhkj
727,/m/023fbk,/base/nobelprizes/nobel_subject_area/nobel_awards./base/nobelprizes/nobel_honor/nobel_prize_winner,/m/04sh3
728,/m/0g60g,/law/inventor/inventions,/m/07__7
729,Michael Oreskes,/people/person/profession,/m/014l7h
730,/m/0fzdz7,/people/person/profession,m/0mb31
731,/m/0fm2h,/government/politician/government_positions_held./government/government_position_held/office_position_or_title,/m/060bp
732,/m/0fm2h,/people/person/place_of_birth,/m/03spz
733,/m/0d06m5,/government/politician/party./government/political_party_tenure/party,/m/0d075m
734,Ben LaBolt,/projects/project_role/projects./projects/project_participation/participant,/m/0gk_h41
735,/m/0l8ps43,/projects/project_role/projects./projects/project_participation/participant,/m/081sq
